id,action,timestamp,user_id,ticket_id
987,Remark added by Limuel Ongtingco: The ticket has already been resolved by the tech team on Oct 30 18:01:24 2025,2025-11-10 07:05:51.437953,1.0,13
988,Status changed from In Progress to Resolved by Limuel Ongtingco.,2025-11-10 07:05:51.437959,1.0,13
989,Ticket created by Limuel Ongtingco,2025-11-10 07:07:16.156849,1.0,168
990,Ticket auto-assigned to Zxakira Napoles,2025-11-10 07:07:16.164644,1.0,168
991,Ticket reassigned from Zxakira Napoles to Limuel Ongtingco by Limuel Ongtingco.,2025-11-10 07:07:23.050924,1.0,168
992,Ticket created by Limuel Ongtingco,2025-11-10 07:07:47.366788,1.0,169
993,Ticket auto-assigned to Zxakira Napoles,2025-11-10 07:07:47.371585,1.0,169
994,Ticket status automatically changed to Open by Limuel Ongtingco viewing it.,2025-11-10 07:10:02.902983,4.0,168
995,RT Ticket Number '1668' added by Limuel Ongtingco.,2025-11-10 07:13:41.580935,1.0,168
996,Status changed from Open to In Progress by Limuel Ongtingco.,2025-11-10 07:13:41.580939,1.0,168
997,Ticket status automatically changed to Open by Zxakira Napoles viewing it.,2025-11-10 07:31:33.457536,3.0,169
998,RT Ticket Number '1670' added by Zxakira Napoles.,2025-11-10 07:34:28.182201,3.0,169
999,Status changed from Open to In Progress by Zxakira Napoles.,2025-11-10 07:34:28.182205,3.0,169
1000,Ticket created by Limuel Ongtingco,2025-11-11 01:12:05.228867,1.0,170
1001,Ticket auto-assigned to Zxakira Napoles,2025-11-11 01:12:05.243552,1.0,170
1002,Ticket reassigned from Zxakira Napoles to Sophia Paloma by Limuel Ongtingco.,2025-11-11 01:12:11.215411,1.0,170
1003,Ticket status automatically changed to Open by Sophia Paloma viewing it.,2025-11-11 01:12:15.455316,5.0,170
1004,RT Ticket Number '1672' added by Limuel Ongtingco.,2025-11-11 01:15:01.606628,1.0,170
1005,Status changed from Open to In Progress by Limuel Ongtingco.,2025-11-11 01:15:04.342055,1.0,170
1006,Remark added by Limuel Ongtingco: Payment received and verified,2025-11-11 01:25:35.147174,4.0,158
1007,Status changed from In Progress to Resolved by Limuel Ongtingco.,2025-11-11 01:25:35.147180,4.0,158
1008,Remark added by Limuel Ongtingco: This concern has taken care of by the Tacloban team. ,2025-11-11 01:33:34.268685,4.0,129
1009,Status changed from Pending to In Progress by Limuel Ongtingco.,2025-11-11 01:33:34.268691,4.0,129
1010,Ticket created by Limuel Ongtingco,2025-11-11 03:04:27.495205,1.0,172
1011,Ticket auto-assigned to Zxakira Napoles,2025-11-11 03:04:27.560309,1.0,172
1012,Ticket status automatically changed to Open by Zxakira Napoles viewing it.,2025-11-11 03:04:33.057213,3.0,172
1013,RT Ticket Number '1674' added by Limuel Ongtingco.,2025-11-11 03:50:29.622743,1.0,172
1014,Status changed from Open to In Progress by Limuel Ongtingco.,2025-11-11 03:50:29.622749,1.0,172
1015,Ticket created by Limuel Ongtingco,2025-11-11 04:17:57.024392,1.0,173
1016,Ticket auto-assigned to Zxakira Napoles,2025-11-11 04:17:57.095005,1.0,173
1017,Ticket reassigned from Zxakira Napoles to Limuel Ongtingco by Limuel Ongtingco.,2025-11-11 04:18:12.421862,1.0,173
1018,RT Ticket Number '1403' added by Limuel Ongtingco.,2025-11-11 04:18:12.421867,1.0,173
1019,Status changed from New to In Progress by Limuel Ongtingco.,2025-11-11 04:18:12.421870,1.0,173
1020,Ticket created by Limuel Ongtingco,2025-11-11 08:30:30.788543,1.0,174
1021,Ticket auto-assigned to Zxakira Napoles,2025-11-11 08:30:30.804434,1.0,174
1022,Ticket reassigned from Zxakira Napoles to Limuel Ongtingco by Limuel Ongtingco.,2025-11-11 08:30:35.575268,1.0,174
1023,Ticket status automatically changed to Open by Limuel Ongtingco viewing it.,2025-11-11 08:30:41.640945,4.0,174
1024,RT Ticket Number '1657' added by Limuel Ongtingco.,2025-11-11 08:57:11.288544,4.0,174
1025,Status changed from Open to Resolved by Limuel Ongtingco.,2025-11-11 08:57:11.288548,4.0,174
1026,RT Ticket Number changed from '1657' to '1675' by Limuel Ongtingco.,2025-11-11 08:57:22.567813,4.0,174
1027,Ticket created by Limuel Ongtingco,2025-11-11 09:01:31.416690,1.0,175
1028,Ticket auto-assigned to Zxakira Napoles,2025-11-11 09:01:31.476433,1.0,175
1029,Ticket created by Limuel Ongtingco,2025-11-11 09:02:18.471819,1.0,176
1030,Ticket auto-assigned to Zxakira Napoles,2025-11-11 09:02:18.476171,1.0,176
1031,Ticket reassigned from Zxakira Napoles to Sophia Paloma by Limuel Ongtingco.,2025-11-11 09:02:24.409121,1.0,176
1032,Ticket status automatically changed to Open by Sophia Paloma viewing it.,2025-11-11 09:02:28.618419,5.0,176
1033,Ticket status automatically changed to Open by Zxakira Napoles viewing it.,2025-11-11 09:03:06.702358,3.0,175
1034,RT Ticket Number '1677' added by Sophia Paloma.,2025-11-11 09:05:51.801861,5.0,176
1035,Status changed from Open to In Progress by Sophia Paloma.,2025-11-11 09:05:51.801865,5.0,176
1036,RT Ticket Number '1678' added by Limuel Ongtingco.,2025-11-11 09:18:45.570301,1.0,175
1037,Status changed from Open to Resolved by Limuel Ongtingco.,2025-11-11 09:18:45.570305,1.0,175
1038,Status changed from In Progress to Resolved by Limuel Ongtingco.,2025-11-11 09:18:53.069255,1.0,176
1039,Status changed from In Progress to Resolved by Limuel Ongtingco.,2025-11-11 09:23:17.882651,1.0,140
1040,Ticket created by Limuel Ongtingco,2025-11-11 09:59:39.531336,1.0,177
1041,Ticket auto-assigned to Zxakira Napoles,2025-11-11 09:59:39.545978,1.0,177
1042,Ticket reassigned from Zxakira Napoles to Limuel Ongtingco by Limuel Ongtingco.,2025-11-11 23:57:13.949394,1.0,177
1043,Ticket created by Limuel Ongtingco,2025-11-11 23:58:39.994375,1.0,178
1044,Ticket auto-assigned to Zxakira Napoles,2025-11-11 23:58:40.001200,1.0,178
1045,Email log added by Limuel Ongtingco.,2025-11-11 23:59:07.148770,1.0,178
1046,Ticket status automatically changed to Open by Zxakira Napoles viewing it.,2025-11-11 23:59:26.206120,3.0,178
1047,RT Ticket Number '1680' added by Zxakira Napoles.,2025-11-12 00:03:36.087590,3.0,178
1048,Status changed from Open to In Progress by Zxakira Napoles.,2025-11-12 00:03:36.087595,3.0,178
1049,Ticket status automatically changed to Open by Limuel Ongtingco viewing it.,2025-11-12 01:02:54.664618,4.0,177
1050,Remark added by Limuel Ongtingco: payment received and verified,2025-11-12 02:00:44.501009,4.0,155
1051,Status changed from In Progress to Resolved by Limuel Ongtingco.,2025-11-12 02:00:44.501013,4.0,155
1052,Ticket created by Limuel Ongtingco,2025-11-12 02:14:25.392296,1.0,179
1053,Ticket auto-assigned to Zxakira Napoles,2025-11-12 02:14:25.402194,1.0,179
1054,Ticket status automatically changed to Open by Zxakira Napoles viewing it.,2025-11-12 02:14:37.286973,3.0,179
1055,RT Ticket Number '1682' added by Zxakira Napoles.,2025-11-12 02:18:26.966214,3.0,179
1056,Status changed from Open to In Progress by Zxakira Napoles.,2025-11-12 02:18:26.966220,3.0,179
1057,RT Ticket Number '1683' added by Limuel Ongtingco.,2025-11-12 02:18:51.066842,4.0,165
1058,Status changed from Open to In Progress by Limuel Ongtingco.,2025-11-12 02:18:51.066847,4.0,165
1059,Status changed from In Progress to Resolved by Zxakira Napoles.,2025-11-12 02:19:09.963690,3.0,121
1060,Status changed from In Progress to Resolved by Zxakira Napoles.,2025-11-12 02:21:53.478364,3.0,39
1061,Ticket created by Limuel Ongtingco,2025-11-12 03:15:42.243473,1.0,180
1062,Ticket auto-assigned to Zxakira Napoles,2025-11-12 03:15:42.545472,1.0,180
1063,Ticket reassigned from Zxakira Napoles to Sophia Paloma by Limuel Ongtingco.,2025-11-12 03:15:50.901437,1.0,180
1064,Ticket status automatically changed to Open by Sophia Paloma viewing it.,2025-11-12 03:16:15.803971,5.0,180
1065,RT Ticket Number '1684' added by Sophia Paloma.,2025-11-12 03:24:10.342515,5.0,180
1066,Status changed from Open to In Progress by Sophia Paloma.,2025-11-12 03:24:10.342519,5.0,180
1067,Ticket created by Limuel Ongtingco,2025-11-12 07:15:03.636057,1.0,181
1068,Ticket auto-assigned to Zxakira Napoles,2025-11-12 07:15:03.649969,1.0,181
1069,Ticket reassigned from Zxakira Napoles to Limuel Ongtingco by Limuel Ongtingco.,2025-11-12 07:15:19.280449,1.0,181
1070,Email log added by Limuel Ongtingco.,2025-11-12 07:15:26.871559,4.0,165
1071,Remark added by Limuel Ongtingco: Already sent an email to the client ,2025-11-12 07:15:49.325784,4.0,165
1072,Status changed from In Progress to Resolved by Limuel Ongtingco.,2025-11-12 07:15:49.325789,4.0,165
1073,Remark added by Limuel Ongtingco: The client decided to cancel this account instead,2025-11-12 07:16:12.154139,4.0,177
1074,Status changed from Open to Resolved by Limuel Ongtingco.,2025-11-12 07:16:12.154144,4.0,177
1075,Remark added by Limuel Ongtingco: Forwarded the concern to Tacloban team for further assistance,2025-11-12 07:16:41.593865,4.0,129
1076,Status changed from In Progress to Resolved by Limuel Ongtingco.,2025-11-12 07:16:41.593869,4.0,129
1077,Ticket status automatically changed to Open by Limuel Ongtingco viewing it.,2025-11-12 07:17:01.453548,4.0,181
1078,RT Ticket Number '1687' added by Limuel Ongtingco.,2025-11-12 07:31:50.855948,4.0,181
1079,Status changed from Open to In Progress by Limuel Ongtingco.,2025-11-12 07:31:50.855952,4.0,181
1080,Ticket created by Limuel Ongtingco,2025-11-12 23:52:00.751013,1.0,182
1081,Ticket auto-assigned to Zxakira Napoles,2025-11-12 23:52:00.759416,1.0,182
1082,Ticket status automatically changed to Open by Zxakira Napoles viewing it.,2025-11-12 23:58:03.107074,3.0,182
1083,Ticket created by Limuel Ongtingco,2025-11-13 00:09:01.477942,1.0,183
1084,Ticket auto-assigned to Zxakira Napoles,2025-11-13 00:09:01.482816,1.0,183
1088,Ticket reassigned from Zxakira Napoles to Sophia Paloma by Limuel Ongtingco.,2025-11-13 00:09:29.256790,1.0,183
1089,RT Ticket Number '1691' added by Zxakira Napoles.,2025-11-13 00:11:27.825982,3.0,182
1090,Status changed from Open to In Progress by Zxakira Napoles.,2025-11-13 00:11:27.825986,3.0,182
1091,Remark added by Zxakira Napoles: Payment Received and Verified,2025-11-13 00:11:44.855435,3.0,179
1092,Status changed from In Progress to Resolved by Zxakira Napoles.,2025-11-13 00:11:44.855438,3.0,179
1093,Ticket status automatically changed to Open by Sophia Paloma viewing it.,2025-11-13 01:25:16.820174,5.0,183
1094,RT Ticket Number '1693' added by Sophia Paloma.,2025-11-13 01:31:25.800759,5.0,183
1095,Status changed from Open to In Progress by Sophia Paloma.,2025-11-13 01:31:25.800763,5.0,183
1096,Status changed from In Progress to Resolved by Sophia Paloma.,2025-11-13 01:35:36.202425,5.0,100
1097,Status changed from In Progress to Resolved by Sophia Paloma.,2025-11-13 01:35:46.097508,5.0,162
1098,Status changed from In Progress to Resolved by Sophia Paloma.,2025-11-13 01:35:52.682623,5.0,145
1099,Remark added by Limuel Ongtingco: merged to ticket #1458,2025-11-13 01:46:38.588369,1.0,95
1100,Status changed from In Progress to Resolved by Limuel Ongtingco.,2025-11-13 01:46:38.588375,1.0,95
1101,Ticket created by Limuel Ongtingco,2025-11-13 03:13:10.883119,1.0,188
1102,Ticket auto-assigned to Zxakira Napoles,2025-11-13 03:13:10.895626,1.0,188
1103,Ticket reassigned from Zxakira Napoles to Limuel Ongtingco by Limuel Ongtingco.,2025-11-13 03:13:24.650073,1.0,188
1104,Ticket status automatically changed to Open by Limuel Ongtingco viewing it.,2025-11-13 03:13:29.683479,4.0,188
1105,RT Ticket Number '1695' added by Limuel Ongtingco.,2025-11-13 03:20:48.061451,4.0,188
1106,Status changed from Open to In Progress by Limuel Ongtingco.,2025-11-13 03:20:48.061455,4.0,188
1107,Ticket created by Limuel Ongtingco,2025-11-13 03:28:10.069291,1.0,189
1108,Ticket auto-assigned to Zxakira Napoles,2025-11-13 03:28:10.085622,1.0,189
1109,Ticket reassigned from Zxakira Napoles to Limuel Ongtingco by Limuel Ongtingco.,2025-11-13 03:28:32.166690,1.0,189
1110,Ticket status automatically changed to Open by Limuel Ongtingco viewing it.,2025-11-13 03:28:37.152447,4.0,189
1111,RT Ticket Number '1696' added by Limuel Ongtingco.,2025-11-13 03:35:02.057717,4.0,189
1112,Status changed from Open to In Progress by Limuel Ongtingco.,2025-11-13 03:35:02.057721,4.0,189
1113,Ticket created by Limuel Ongtingco,2025-11-13 03:43:04.300697,1.0,190
1114,Ticket auto-assigned to Zxakira Napoles,2025-11-13 03:43:04.306395,1.0,190
1115,RT Ticket Number '1698' added by Limuel Ongtingco.,2025-11-13 03:43:23.820236,1.0,190
1116,Status changed from New to In Progress by Limuel Ongtingco.,2025-11-13 03:43:23.820239,1.0,190
1117,Remark added by Limuel Ongtingco: The disconnection has been processed.,2025-11-14 00:16:44.181160,1.0,190
1118,Status changed from In Progress to Resolved by Limuel Ongtingco.,2025-11-14 00:16:44.181164,1.0,190
1119,Remark added by Limuel Ongtingco: This ticket will be set to resolved.,2025-11-14 00:31:53.124835,1.0,98
1120,Status changed from Pending to Resolved by Limuel Ongtingco.,2025-11-14 00:31:53.124841,1.0,98
1121,Remark added by Limuel Ongtingco: Rebate has been applied.,2025-11-14 01:20:02.397053,4.0,188
1122,Status changed from In Progress to Resolved by Limuel Ongtingco.,2025-11-14 01:20:02.397057,4.0,188
1123,Ticket created by Limuel Ongtingco,2025-11-14 01:20:40.858070,1.0,191
1124,Ticket auto-assigned to Zxakira Napoles,2025-11-14 01:20:40.897879,1.0,191
1125,Ticket reassigned from Zxakira Napoles to Sophia Paloma by Limuel Ongtingco.,2025-11-14 01:20:46.000436,1.0,191
1126,Ticket status automatically changed to Open by Sophia Paloma viewing it.,2025-11-14 01:21:18.322815,5.0,191
1127,Ticket created by Limuel Ongtingco,2025-11-14 01:21:48.306302,1.0,192
1128,Ticket auto-assigned to Zxakira Napoles,2025-11-14 01:21:48.312490,1.0,192
1129,Ticket reassigned from Zxakira Napoles to Limuel Ongtingco by Limuel Ongtingco.,2025-11-14 01:21:54.819571,1.0,192
1130,Ticket status automatically changed to Open by Limuel Ongtingco viewing it.,2025-11-14 01:21:59.103961,4.0,192
1131,RT Ticket Number '1700' added by Sophia Paloma.,2025-11-14 01:25:38.331637,5.0,191
1132,Status changed from Open to In Progress by Sophia Paloma.,2025-11-14 01:25:38.331640,5.0,191
1133,RT Ticket Number '1702' added by Limuel Ongtingco.,2025-11-14 01:28:16.276002,4.0,192
1134,Status changed from Open to In Progress by Limuel Ongtingco.,2025-11-14 01:28:16.276006,4.0,192
1135,Remark added by Limuel Ongtingco: Follow-up the client again to check if she has an internet connection. Waiting for her response.,2025-11-14 01:56:39.174477,4.0,40
1136,Remark added by Limuel Ongtingco: RT Ticket has already been resolved: Fri Nov 07 09:05:21 2025,2025-11-14 01:57:54.086241,4.0,51
1137,Status changed from In Progress to Resolved by Limuel Ongtingco.,2025-11-14 01:57:54.086245,4.0,51
1138,"Remark added by Limuel Ongtingco: Ticket Update
Status: Completed in the Coronatel Pending Ticket Excel file.
Next Step: Currently waiting for the Tech Team to resolve the ticket.",2025-11-14 02:07:52.347395,4.0,72
1139,Status changed from In Progress to Pending by Limuel Ongtingco.,2025-11-14 02:12:38.824304,4.0,56
1140,Status changed from In Progress to Pending by Limuel Ongtingco.,2025-11-14 02:13:00.521353,4.0,72
1141,"Remark added by Limuel Ongtingco: Status: Completed in the Coronatel Pending Ticket Excel file.
Next Step: Currently waiting for the Tech Team to resolve the ticket.",2025-11-14 02:25:53.264522,4.0,93
1142,Status changed from In Progress to Pending by Limuel Ongtingco.,2025-11-14 02:25:53.264527,4.0,93
1143,Remark added by Limuel Ongtingco: Done processing the request of the client. ,2025-11-16 23:43:56.153673,4.0,192
1144,Status changed from In Progress to Resolved by Limuel Ongtingco.,2025-11-16 23:43:56.153677,4.0,192
1145,Ticket created by Limuel Ongtingco,2025-11-16 23:44:48.563498,1.0,193
1146,Ticket auto-assigned to Zxakira Napoles,2025-11-16 23:44:48.621756,1.0,193
1147,Ticket created by Limuel Ongtingco,2025-11-16 23:47:49.068565,1.0,194
1148,Ticket auto-assigned to Zxakira Napoles,2025-11-16 23:47:49.072493,1.0,194
1149,Ticket reassigned from Zxakira Napoles to Sophia Paloma by Limuel Ongtingco.,2025-11-16 23:47:53.580766,1.0,194
1150,Ticket status automatically changed to Open by Zxakira Napoles viewing it.,2025-11-17 00:04:44.934941,3.0,193
1151,Ticket status automatically changed to Open by Sophia Paloma viewing it.,2025-11-17 00:10:05.986056,5.0,194
1152,RT Ticket Number '1705' added by Zxakira Napoles.,2025-11-17 00:16:51.669681,3.0,193
1153,Status changed from Open to In Progress by Zxakira Napoles.,2025-11-17 00:16:51.669685,3.0,193
1154,RT Ticket Number '1706' added by Sophia Paloma.,2025-11-17 00:17:09.549463,5.0,194
1155,Status changed from Open to In Progress by Sophia Paloma.,2025-11-17 00:17:09.549468,5.0,194
1156,Status changed from In Progress to Resolved by Zxakira Napoles.,2025-11-17 00:22:49.989613,3.0,134
1157,Status changed from In Progress to Resolved by Zxakira Napoles.,2025-11-17 00:31:02.995692,3.0,114
1158,Status changed from In Progress to Resolved by Zxakira Napoles.,2025-11-17 01:30:12.059596,3.0,178
1159,Ticket created by Limuel Ongtingco,2025-11-17 02:36:11.889504,1.0,195
1160,Ticket auto-assigned to Zxakira Napoles,2025-11-17 02:36:12.254984,1.0,195
1161,Ticket reassigned from Zxakira Napoles to Limuel Ongtingco by Limuel Ongtingco.,2025-11-17 02:36:21.261224,1.0,195
1162,Ticket status automatically changed to Open by Limuel Ongtingco viewing it.,2025-11-17 02:36:51.225636,4.0,195
1163,RT Ticket Number '1708' added by Limuel Ongtingco.,2025-11-17 02:43:32.166336,4.0,195
1164,Status changed from Open to In Progress by Limuel Ongtingco.,2025-11-17 02:43:32.166340,4.0,195
1165,Status changed from In Progress to Resolved by Zxakira Napoles.,2025-11-17 02:51:01.134373,3.0,182
1166,Remark added by Limuel Ongtingco: Verified and received,2025-11-17 04:55:22.956738,1.0,194
1167,Status changed from In Progress to Resolved by Limuel Ongtingco.,2025-11-17 04:55:22.956742,1.0,194
1168,Ticket created by Limuel Ongtingco,2025-11-17 04:55:44.420671,1.0,196
1169,Ticket auto-assigned to Zxakira Napoles,2025-11-17 04:55:44.433712,1.0,196
1170,Ticket reassigned from Zxakira Napoles to Sophia Paloma by Limuel Ongtingco.,2025-11-17 04:55:48.520353,1.0,196
1171,Ticket status automatically changed to Open by Sophia Paloma viewing it.,2025-11-17 04:56:40.518915,5.0,196
1172,RT Ticket Number '1710' added by Sophia Paloma.,2025-11-17 05:16:10.546523,5.0,196
1173,Status changed from Open to Resolved by Sophia Paloma.,2025-11-17 05:16:10.546529,5.0,196
1174,Status changed from In Progress to Resolved by Sophia Paloma.,2025-11-17 05:16:25.254001,5.0,183
1175,Ticket created by Limuel Ongtingco,2025-11-17 07:03:47.810074,1.0,197
1176,Ticket auto-assigned to Zxakira Napoles,2025-11-17 07:03:47.820644,1.0,197
1177,Ticket reassigned from Zxakira Napoles to Limuel Ongtingco by Limuel Ongtingco.,2025-11-17 07:03:51.637377,1.0,197
1178,Ticket status automatically changed to Open by Limuel Ongtingco viewing it.,2025-11-17 07:03:59.371830,4.0,197
1179,Status changed from In Progress to Resolved by Zxakira Napoles.,2025-11-17 07:58:59.571662,3.0,193
1180,Status changed from In Progress to Resolved by Zxakira Napoles.,2025-11-17 07:59:10.506995,3.0,172
1181,Status changed from Open to In Progress by Limuel Ongtingco.,2025-11-17 08:06:09.562613,4.0,197
1182,RT Ticket Number '1712' added by Limuel Ongtingco.,2025-11-17 08:06:20.998178,4.0,197
1183,Ticket created by Limuel Ongtingco,2025-11-17 08:10:41.786933,1.0,198
1184,Ticket auto-assigned to Zxakira Napoles,2025-11-17 08:10:41.803711,1.0,198
1185,Ticket status automatically changed to Open by Zxakira Napoles viewing it.,2025-11-17 08:11:01.599938,3.0,198
1186,RT Ticket Number '1714' added by Limuel Ongtingco.,2025-11-17 08:18:47.430130,1.0,198
1187,Status changed from Open to In Progress by Limuel Ongtingco.,2025-11-17 08:18:47.430134,1.0,198
1188,Ticket created by Limuel Ongtingco,2025-11-18 00:03:45.423142,1.0,199
1189,Ticket auto-assigned to Zxakira Napoles,2025-11-18 00:03:45.440855,1.0,199
1190,Ticket reassigned from Zxakira Napoles to Sophia Paloma by Limuel Ongtingco.,2025-11-18 00:03:50.550577,1.0,199
1191,Ticket status automatically changed to Open by Sophia Paloma viewing it.,2025-11-18 00:04:01.673888,5.0,199
1192,Ticket created by Limuel Ongtingco,2025-11-18 00:04:21.142663,1.0,201
1193,Ticket auto-assigned to Zxakira Napoles,2025-11-18 00:04:21.147926,1.0,201
1194,Ticket reassigned from Zxakira Napoles to Limuel Ongtingco by Limuel Ongtingco.,2025-11-18 00:04:32.671687,1.0,201
1195,Ticket created by Limuel Ongtingco,2025-11-18 00:04:57.342710,1.0,202
1196,Ticket auto-assigned to Zxakira Napoles,2025-11-18 00:04:57.348632,1.0,202
1197,Ticket reassigned from Zxakira Napoles to Sophia Paloma by Limuel Ongtingco.,2025-11-18 00:05:02.840910,1.0,202
1198,Ticket created by Limuel Ongtingco,2025-11-18 00:05:47.174881,1.0,203
1199,Ticket auto-assigned to Zxakira Napoles,2025-11-18 00:05:47.178930,1.0,203
1200,Ticket reassigned from Zxakira Napoles to Limuel Ongtingco by Limuel Ongtingco.,2025-11-18 00:05:52.849418,1.0,203
1201,Ticket created by Limuel Ongtingco,2025-11-18 00:07:03.021492,1.0,205
1202,Ticket auto-assigned to Zxakira Napoles,2025-11-18 00:07:03.026935,1.0,205
1203,Ticket reassigned from Zxakira Napoles to Sophia Paloma by Limuel Ongtingco.,2025-11-18 00:07:12.756291,1.0,205
1204,Ticket status automatically changed to Open by Limuel Ongtingco viewing it.,2025-11-18 00:08:13.561830,4.0,201
1205,RT Ticket Number '1715' added by Sophia Paloma.,2025-11-18 00:13:19.394478,5.0,199
1206,Status changed from Open to In Progress by Sophia Paloma.,2025-11-18 00:13:19.394482,5.0,199
1207,Ticket status automatically changed to Open by Sophia Paloma viewing it.,2025-11-18 00:13:26.599148,5.0,202
1208,RT Ticket Number '1718' added by Limuel Ongtingco.,2025-11-18 00:14:10.313327,4.0,201
1209,Status changed from Open to In Progress by Limuel Ongtingco.,2025-11-18 00:14:10.313332,4.0,201
1210,Ticket status automatically changed to Open by Limuel Ongtingco viewing it.,2025-11-18 00:14:15.256722,4.0,203
1211,RT Ticket Number '1720' added by Sophia Paloma.,2025-11-18 00:20:11.955138,5.0,202
1212,Status changed from Open to In Progress by Sophia Paloma.,2025-11-18 00:20:11.955143,5.0,202
1213,Ticket status automatically changed to Open by Sophia Paloma viewing it.,2025-11-18 00:20:16.518015,5.0,205
1214,RT Ticket Number '1723' added by Limuel Ongtingco.,2025-11-18 00:22:49.827648,4.0,203
1215,Status changed from Open to In Progress by Limuel Ongtingco.,2025-11-18 00:22:49.827652,4.0,203
1216,RT Ticket Number '1724' added by Sophia Paloma.,2025-11-18 00:28:54.328304,5.0,205
1217,Status changed from Open to In Progress by Sophia Paloma.,2025-11-18 00:28:54.328307,5.0,205
1218,RT Ticket Number changed from '1432' to '1433' by Limuel Ongtingco.,2025-11-18 00:44:31.856955,1.0,12
1219,Remark added by Limuel Ongtingco: Technical Update: Ticket resolved [Thu Oct 30 17:56:01 2025],2025-11-18 00:45:25.351626,1.0,12
1220,Status changed from In Progress to Resolved by Limuel Ongtingco.,2025-11-18 00:45:25.351632,1.0,12
1221,Remark added by Limuel Ongtingco: Technical Update: Ticket Resolved [Thu Nov 13 07:14:28 2025],2025-11-18 00:47:08.986255,1.0,14
1222,Status changed from In Progress to Resolved by Limuel Ongtingco.,2025-11-18 00:47:08.986260,1.0,14
1223,Ticket created by Limuel Ongtingco,2025-11-18 00:50:36.436453,1.0,207
1224,Ticket auto-assigned to Zxakira Napoles,2025-11-18 00:50:36.441787,1.0,207
1225,Ticket reassigned from Zxakira Napoles to Limuel Ongtingco by Limuel Ongtingco.,2025-11-18 00:50:42.232542,1.0,207
1226,Ticket status automatically changed to Open by Limuel Ongtingco viewing it.,2025-11-18 00:50:50.025975,4.0,207
1227,RT Ticket Number '1726' added by Limuel Ongtingco.,2025-11-18 00:54:38.454774,4.0,207
1228,Status changed from Open to In Progress by Limuel Ongtingco.,2025-11-18 00:54:38.454778,4.0,207
1229,Remark added by Limuel Ongtingco: TECHNICAL UPDATE: TICKET RESOLVED [Tue Nov 18 09:15:22 2025],2025-11-18 01:19:26.989181,1.0,15
1230,Status changed from In Progress to Resolved by Limuel Ongtingco.,2025-11-18 01:19:26.989188,1.0,15
1231,Email log added by Limuel Ongtingco.,2025-11-18 01:32:13.544657,1.0,23
1232,Remark added by Limuel Ongtingco: Support team sent an email to check if the client is still experiencing a dowtime.,2025-11-18 01:32:43.656092,1.0,23
1233,Remark added by Limuel Ongtingco: The client continues to experience a persistent issue with not achieving the subscribed internet Mbps.,2025-11-18 01:43:00.552394,1.0,27
1234,Ticket created by Limuel Ongtingco,2025-11-18 01:45:00.967823,1.0,208
1235,Ticket auto-assigned to Zxakira Napoles,2025-11-18 01:45:00.980751,1.0,208
1236,Ticket status automatically changed to Open by Zxakira Napoles viewing it.,2025-11-18 01:45:16.067257,3.0,208
1237,RT Ticket Number '1728' added by Zxakira Napoles.,2025-11-18 02:24:57.683823,3.0,208
1238,Status changed from Open to In Progress by Zxakira Napoles.,2025-11-18 02:24:57.683826,3.0,208
1239,Status changed from In Progress to Resolved by Zxakira Napoles.,2025-11-18 02:30:03.923176,3.0,198
1240,Remark added by Limuel Ongtingco: The ticket was resolved. Sent an email to the client for the confirmation if internet has already been restored or not.,2025-11-18 06:15:02.195745,1.0,32
1241,Remark added by Limuel Ongtingco: Ticket has not been resolved. Tech team in progress.,2025-11-18 06:32:05.916369,1.0,36
1242,"Remark added by Limuel Ongtingco: Technical Team Update: This ticket is included in their target on-site visit today.
",2025-11-18 06:35:58.414742,1.0,42
1243,Remark added by Limuel Ongtingco: Technical Team Update: This ticket is included in their target on-site visit today.,2025-11-18 06:36:22.155950,1.0,43
1244,Email log added by Limuel Ongtingco.,2025-11-18 07:01:03.423157,1.0,40
1245,Remark added by Limuel Ongtingco: No response from the client. This ticket will set to resolved.,2025-11-18 07:01:38.282651,1.0,40
1246,Status changed from Pending to Resolved by Limuel Ongtingco.,2025-11-18 07:01:38.282654,1.0,40
1247,Email log added by Limuel Ongtingco.,2025-11-18 07:08:54.891724,1.0,45
1248,Remark added by Limuel Ongtingco: RESOLVED: the client has already sent a confirmation email,2025-11-18 07:09:24.691262,1.0,45
1249,Status changed from Pending to Resolved by Limuel Ongtingco.,2025-11-18 07:09:24.691266,1.0,45
1250,Ticket created by Limuel Ongtingco,2025-11-18 07:59:16.417288,1.0,210
1251,Ticket auto-assigned to Zxakira Napoles,2025-11-18 07:59:16.432722,1.0,210
1252,Ticket reassigned from Zxakira Napoles to Limuel Ongtingco by Limuel Ongtingco.,2025-11-18 07:59:24.890796,1.0,210
1253,Ticket created by Limuel Ongtingco,2025-11-18 07:59:47.034695,1.0,211
1254,Ticket auto-assigned to Zxakira Napoles,2025-11-18 07:59:47.115730,1.0,211
1255,Ticket status automatically changed to Open by Zxakira Napoles viewing it.,2025-11-18 08:00:22.410951,3.0,211
1256,Ticket created by Limuel Ongtingco,2025-11-18 08:01:37.446358,1.0,212
1257,Ticket auto-assigned to Zxakira Napoles,2025-11-18 08:01:37.453161,1.0,212
1258,Ticket reassigned from Zxakira Napoles to Sophia Paloma by Limuel Ongtingco.,2025-11-18 08:01:43.829753,1.0,212
